timestamp,selatan,timur,utara,barat,bawah,atas,co2_concentration,ch4_concentration,dht_temperature,dht_humidity,bmp_temperature,bmp_pressure,sht31_temperature,sht31_humidity,heat_index,approx_altitude,absolute_humidity
2023-10-25 10:49:27:102,0,0,0,0,0.32,0,65414,78680,24,50.9,21.04,1005.95,21.14,62.05,24.4,60.99,0.11
2023-10-25 10:49:27:352,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.99,21.14,62.06,24.4,60.64,0.11
2023-10-25 10:49:27:603,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.97,21.15,62.05,24.4,60.78,0.11
2023-10-25 10:49:27:853,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.97,21.17,62.05,24.4,60.75,0.11
2023-10-25 10:49:28:103,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.97,21.17,NaN,24.4,60.79,NaN
2023-10-25 10:49:28:354,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.99,21.17,62.05,24.4,60.59,0.11
2023-10-25 10:49:28:605,0,0,0,0,0,0,65414,78680,24,50.9,21.03,1005.95,21.15,62.08,24.4,60.99,0.11
2023-10-25 10:49:28:855,0,0,0,0,0,0,65414,78680,24,50.9,21.03,1005.94,21.12,62.06,24.4,61.05,0.11
2023-10-25 10:49:29:105,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.95,21.12,62.07,24.4,60.95,0.11
2023-10-25 10:49:29:356,0,0,0,0,0,0,65414,78680,24,50.9,21.03,1005.95,21.14,62.03,24.4,60.92,0.11
2023-10-25 10:49:29:607,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.96,21.15,62.01,24.4,60.91,0.11
2023-10-25 10:49:29:857,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.99,21.15,62.06,24.4,60.64,0.11
2023-10-25 10:49:30:232,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1006,21.18,62.08,24.4,60.57,0.11
2023-10-25 10:49:30:482,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.97,21.15,61.98,24.4,60.76,0.11
2023-10-25 10:49:30:733,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.96,21.17,NaN,24.4,60.91,NaN
2023-10-25 10:49:30:983,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.94,21.15,62.05,24.4,61.03,0.11
2023-10-25 10:49:31:233,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.99,21.15,62.02,24.4,60.65,0.11
2023-10-25 10:49:31:483,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1006,21.15,62.05,24.4,60.56,0.11
2023-10-25 10:49:31:733,0,0,0,0,0.32,0,65414,78680,24,50.9,21.04,1005.98,21.17,62.01,24.4,60.66,0.11
2023-10-25 10:49:31:983,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.96,21.15,62.02,24.4,60.89,0.11
2023-10-25 10:49:32:234,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.95,21.15,62.01,24.4,60.94,0.11
2023-10-25 10:49:32:483,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1006.01,21.15,NaN,24.4,60.44,NaN
2023-10-25 10:49:32:859,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.98,21.15,62.03,24.4,60.71,0.11
2023-10-25 10:49:33:109,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.99,21.14,62.03,24.4,60.64,0.11
2023-10-25 10:49:33:359,0,0,0,0,0.32,0,65414,78680,24,50.9,21.04,1005.99,21.17,62.02,24.4,60.63,0.11
2023-10-25 10:49:33:609,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.92,21.15,62,24.4,61.23,0.11
2023-10-25 10:49:33:860,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1006,21.18,62.01,24.4,60.58,0.11
2023-10-25 10:49:34:109,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.97,21.15,61.99,24.4,60.81,0.11
2023-10-25 10:49:34:359,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.96,21.15,61.99,24.4,60.88,0.11
2023-10-25 10:49:34:609,0,0,0,0,0,0,65414,78680,24,50.9,21.04,1005.9,21.14,62.02,24.4,61.39,0.11
2023-10-25 10:49:34:859,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1006.02,21.17,61.97,24.4,60.4,0.11
2023-10-25 10:49:35:110,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.93,21.17,NaN,24.4,61.1,NaN
2023-10-25 10:49:35:360,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1005.95,21.18,62.03,24.4,60.97,0.11
2023-10-25 10:49:35:735,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.93,21.17,62.04,24.4,61.12,0.11
2023-10-25 10:49:35:985,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.99,21.17,62.01,24.4,60.66,0.11
2023-10-25 10:49:36:235,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1006,21.17,62.04,24.4,60.53,0.11
2023-10-25 10:49:36:485,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.92,21.17,62.04,24.4,61.17,0.11
2023-10-25 10:49:36:735,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.95,21.17,62.01,24.4,60.97,0.11
2023-10-25 10:49:36:985,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.98,21.19,NaN,24.4,60.67,NaN
2023-10-25 10:49:37:235,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.99,21.17,62.01,24.4,60.66,0.11
2023-10-25 10:49:37:485,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.97,21.19,62.03,24.4,60.82,0.11
2023-10-25 10:49:37:736,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.95,21.17,NaN,24.4,60.94,NaN
2023-10-25 10:49:37:986,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.94,21.18,62,24.4,61.04,0.11
2023-10-25 10:49:38:238,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.92,21.17,62.02,24.4,61.18,0.11
2023-10-25 10:49:38:487,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1005.98,21.19,62.02,24.4,60.7,0.11
2023-10-25 10:49:38:864,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.96,21.15,62.02,24.4,60.88,0.11
2023-10-25 10:49:39:113,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.96,21.17,62.02,24.4,60.84,0.11
2023-10-25 10:49:39:363,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1006.01,21.17,62,24.4,60.45,0.11
2023-10-25 10:49:39:613,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.95,21.19,62.04,24.4,60.94,0.11
2023-10-25 10:49:39:864,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.97,21.19,62,24.4,60.8,0.11
2023-10-25 10:49:40:114,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.99,21.17,NaN,24.4,60.59,NaN
2023-10-25 10:49:40:364,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1005.95,21.17,62.03,24.4,60.92,0.11
2023-10-25 10:49:40:615,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.97,21.17,62.01,24.4,60.78,0.11
2023-10-25 10:49:40:866,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.94,21.18,62.02,24.4,61.03,0.11
2023-10-25 10:49:41:116,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.94,21.18,62.04,24.4,61,0.11
2023-10-25 10:49:41:366,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.97,21.18,62.04,24.4,60.8,0.11
2023-10-25 10:49:41:617,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.93,21.19,62.04,24.4,61.13,0.11
2023-10-25 10:49:41:992,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.97,21.17,62.06,24.4,60.82,0.11
2023-10-25 10:49:42:242,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.97,21.18,62.06,24.4,60.79,0.11
2023-10-25 10:49:42:492,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.96,21.18,62.06,24.4,60.87,0.11
2023-10-25 10:49:42:743,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.98,21.17,62.08,24.4,60.69,0.11
2023-10-25 10:49:42:993,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1005.94,21.17,62.08,24.4,61.06,0.11
2023-10-25 10:49:43:244,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1005.95,21.17,62.04,24.4,60.92,0.11
2023-10-25 10:49:43:494,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.94,NaN,62.07,24.4,61.01,NaN
2023-10-25 10:49:43:744,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1005.99,21.18,62.07,24.4,60.62,0.11
2023-10-25 10:49:43:994,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.95,21.18,62.07,24.4,60.92,0.11
2023-10-25 10:49:44:245,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.95,21.18,NaN,24.4,60.98,NaN
2023-10-25 10:49:44:496,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1006.01,21.18,62.09,24.4,60.44,0.11
2023-10-25 10:49:44:747,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1006,21.18,62.07,24.4,60.57,0.11
2023-10-25 10:49:45:122,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.93,NaN,NaN,24.4,61.14,NaN
2023-10-25 10:49:45:372,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.99,21.19,62.08,24.4,60.62,0.11
2023-10-25 10:49:45:623,0,0,0,0,0.32,0,65414,78680,24,50.9,21.05,1005.99,21.17,62.08,24.4,60.62,0.11
2023-10-25 10:49:45:873,0,0,0,0,0.32,0,65414,78680,24,50.9,21.06,1005.96,21.18,62.07,24.4,60.89,0.11
2023-10-25 10:49:46:123,0,0,0,0,0,0,65414,78680,24,50.9,21.05,1005.97,21.19,62.07,24.4,60.75,0.11
2023-10-25 10:49:46:375,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.98,21.18,62.09,24.4,60.71,0.11
2023-10-25 10:49:46:625,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.94,21.19,62.07,24.4,61.04,0.11
2023-10-25 10:49:46:876,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.96,21.21,62.05,24.4,60.9,0.11
2023-10-25 10:49:47:126,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1006.01,21.19,62.08,24.4,60.47,0.11
2023-10-25 10:49:47:376,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.99,NaN,62.07,24.4,60.6,NaN
2023-10-25 10:49:47:751,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1006.01,21.19,62.08,24.4,60.45,0.11
2023-10-25 10:49:48:2,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.96,NaN,62.05,24.4,60.83,NaN
2023-10-25 10:49:48:253,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.96,21.18,62.11,24.4,60.84,0.11
2023-10-25 10:49:48:504,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.94,NaN,62.07,24.4,61.02,NaN
2023-10-25 10:49:48:754,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.98,21.21,NaN,24.4,60.73,NaN
2023-10-25 10:49:49:4,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.98,21.18,62.08,24.4,60.71,0.11
2023-10-25 10:49:49:254,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.99,21.18,62.05,24.4,60.58,0.11
2023-10-25 10:49:49:504,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.96,21.21,NaN,24.4,60.85,NaN
2023-10-25 10:49:49:755,0,0,0,0,0.32,0,65414,78680,24,50.9,21.06,1005.95,21.21,62.06,24.4,60.97,0.11
2023-10-25 10:49:50:4,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.97,21.19,62.07,24.4,60.78,0.11
2023-10-25 10:49:50:255,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.94,NaN,62.08,24.4,61.03,NaN
2023-10-25 10:49:50:505,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.96,21.18,62.07,24.4,60.86,0.11
2023-10-25 10:49:50:756,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.97,21.17,62.06,24.4,60.78,0.11
2023-10-25 10:49:51:131,0,0,0,0,0.32,0,65414,78680,24,50.9,21.06,1005.99,NaN,62.05,24.4,60.65,NaN
2023-10-25 10:49:51:382,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1005.99,21.18,62.07,24.4,60.62,0.11
2023-10-25 10:49:51:632,0,0,0,0,0.32,0,65414,78680,24,50.9,21.06,1005.96,21.17,62.02,24.4,60.88,0.11
2023-10-25 10:49:51:882,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1005.96,21.19,62.05,24.4,60.87,0.11
2023-10-25 10:49:52:132,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.95,NaN,62.04,24.4,60.95,NaN
2023-10-25 10:49:52:383,0,0,0,0,0,0,65414,78680,24,50.9,21.06,1005.94,21.19,62.03,24.4,61.01,0.11
2023-10-25 10:49:52:634,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.97,21.18,62.06,24.4,60.8,0.11
2023-10-25 10:49:52:885,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1006,21.22,62.01,24.4,60.52,0.11
2023-10-25 10:49:53:136,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.95,21.19,62.01,24.4,60.96,0.11
2023-10-25 10:49:53:386,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1005.98,21.18,62.04,24.4,60.71,0.11
2023-10-25 10:49:53:637,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1006,21.21,62.03,24.4,60.53,0.11
2023-10-25 10:49:54:12,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1006,21.18,62.03,24.4,60.55,0.11
2023-10-25 10:49:54:262,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.98,21.21,62.06,24.4,60.67,0.11
2023-10-25 10:49:54:512,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.97,21.18,62.03,24.4,60.8,0.11
2023-10-25 10:49:54:762,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1005.97,21.19,62.02,24.4,60.79,0.11
2023-10-25 10:49:55:13,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.96,21.21,62.03,24.4,60.89,0.11
2023-10-25 10:49:55:263,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.99,21.21,62.02,24.4,60.64,0.11
2023-10-25 10:49:55:515,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1005.95,21.18,62.05,24.4,60.93,0.11
2023-10-25 10:49:55:765,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.99,21.18,62.03,24.4,60.64,0.11
2023-10-25 10:49:56:15,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.97,21.22,62.03,24.4,60.81,0.11
2023-10-25 10:49:56:265,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1006,21.19,NaN,24.4,60.5,NaN
2023-10-25 10:49:56:515,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.99,21.18,62.04,24.4,60.62,0.11
2023-10-25 10:49:56:767,0,0,0,0,0.32,0,65414,78680,24,50.9,21.08,1005.94,21.19,62.05,24.4,61.02,0.11
2023-10-25 10:49:57:141,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1006,21.21,62.01,24.4,60.53,0.11
2023-10-25 10:49:57:391,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.96,21.22,61.99,24.4,60.86,0.11
2023-10-25 10:49:57:641,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1005.99,21.22,62.02,24.4,60.63,0.11
2023-10-25 10:49:57:894,0,0,0,0,0.32,0,65414,78680,24,50.9,21.07,1005.98,21.21,62,24.4,60.71,0.11
2023-10-25 10:49:58:145,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.95,21.22,62.02,24.4,60.94,0.11
2023-10-25 10:49:58:395,0,0,0,0,0,0,65414,78680,24,50.9,21.07,1005.98,21.19,61.97,24.4,60.71,0.11
2023-10-25 10:49:58:646,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.98,21.21,61.98,24.4,60.74,0.11
2023-10-25 10:49:58:897,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.98,NaN,NaN,24.4,60.67,NaN
2023-10-25 10:49:59:146,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.95,21.21,61.97,24.4,60.93,0.11
2023-10-25 10:49:59:398,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1006,21.21,61.96,24.4,60.57,0.11
2023-10-25 10:49:59:773,0,0,0,0,0.32,0,65414,78680,24,50.8,21.07,1005.98,21.21,61.97,24.4,60.7,0.11
2023-10-25 10:50:0:23,0,0,0,0,0.32,0,65414,78680,24,50.8,21.08,1005.94,21.21,61.98,24.4,61.03,0.11
2023-10-25 10:50:0:274,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.99,21.19,61.98,24.4,60.65,0.11
2023-10-25 10:50:0:524,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.97,21.21,61.96,24.4,60.78,0.11
2023-10-25 10:50:0:774,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.98,21.21,NaN,24.4,60.69,NaN
2023-10-25 10:50:1:24,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.98,NaN,61.93,24.4,60.69,NaN
2023-10-25 10:50:1:275,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.98,21.21,61.96,24.4,60.71,0.11
2023-10-25 10:50:1:525,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.98,21.22,NaN,24.4,60.71,NaN
2023-10-25 10:50:1:775,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1006.02,21.22,61.95,24.4,60.4,0.11
2023-10-25 10:50:2:25,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1006.01,21.22,61.93,24.4,60.49,0.11
2023-10-25 10:50:2:277,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1006,21.24,61.98,24.4,60.53,0.11
2023-10-25 10:50:2:651,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.98,21.21,61.93,24.4,60.68,0.11
2023-10-25 10:50:2:902,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1006.02,21.24,61.96,24.4,60.4,0.11
2023-10-25 10:50:3:153,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.95,21.24,61.93,24.4,60.98,0.11
2023-10-25 10:50:3:403,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.96,21.22,NaN,24.4,60.87,NaN
2023-10-25 10:50:3:653,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.92,21.22,61.93,24.4,61.23,0.11
2023-10-25 10:50:3:903,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.99,21.22,61.91,24.4,60.61,0.11
2023-10-25 10:50:4:153,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.99,21.21,61.94,24.4,60.66,0.11
2023-10-25 10:50:4:403,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.92,21.24,NaN,24.4,61.19,NaN
2023-10-25 10:50:4:653,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.94,21.21,61.9,24.4,61.06,0.11
2023-10-25 10:50:4:903,0,0,0,0,0.32,0,65414,78680,24,50.9,21.08,1005.98,NaN,61.87,24.4,60.69,NaN
2023-10-25 10:50:5:278,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.98,21.21,61.9,24.4,60.72,0.11
2023-10-25 10:50:5:528,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1006.01,21.19,61.88,24.4,60.48,0.11
2023-10-25 10:50:5:779,0,0,0,0,0.32,0,65414,78680,24,50.9,21.08,1005.95,21.22,61.9,24.4,60.95,0.11
2023-10-25 10:50:6:30,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.98,NaN,61.86,24.4,60.73,NaN
2023-10-25 10:50:6:279,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.94,21.21,61.88,24.4,61.07,0.11
2023-10-25 10:50:6:529,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1006.01,21.22,61.86,24.4,60.42,0.11
2023-10-25 10:50:6:780,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.99,21.24,61.83,24.4,60.61,0.11
2023-10-25 10:50:7:33,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.97,21.22,61.84,24.4,60.81,0.11
2023-10-25 10:50:7:283,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.97,21.22,61.83,24.4,60.81,0.11
2023-10-25 10:50:7:533,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.99,21.22,61.83,24.4,60.61,0.11
2023-10-25 10:50:7:785,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.94,21.22,61.83,24.4,61.07,0.11
2023-10-25 10:50:8:159,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1006,21.21,61.84,24.4,60.51,0.11
2023-10-25 10:50:8:409,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1005.96,NaN,61.83,24.4,60.91,NaN
2023-10-25 10:50:8:659,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1005.99,21.21,61.86,24.4,60.66,0.11
2023-10-25 10:50:8:910,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1005.96,NaN,61.8,24.4,60.91,NaN
2023-10-25 10:50:9:160,0,0,0,0,0.32,0,65414,78680,24,50.9,21.09,1006.03,21.22,61.85,24.4,60.28,0.11
2023-10-25 10:50:9:410,0,0,0,0,0.32,0,65414,78680,24,50.9,21.08,1006,21.22,61.82,24.4,60.51,0.11
2023-10-25 10:50:9:660,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.97,21.22,61.82,24.4,60.76,0.11
2023-10-25 10:50:9:910,0,0,0,0,0,0,65414,78680,24,50.9,21.08,1005.98,21.22,61.8,24.4,60.69,0.11
2023-10-25 10:50:10:160,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1005.99,21.22,61.8,24.4,60.62,0.11
2023-10-25 10:50:10:410,0,0,0,0,0.32,0,65414,78680,24,50.9,21.09,1005.96,21.21,61.81,24.4,60.83,0.11
2023-10-25 10:50:10:786,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1005.94,21.22,61.79,24.4,61.04,0.11
2023-10-25 10:50:11:37,0,0,0,0,0.32,0,65414,78680,24,50.9,21.09,1005.97,21.22,61.81,24.4,60.76,0.11
2023-10-25 10:50:11:286,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1005.96,21.22,61.79,24.4,60.83,0.11
2023-10-25 10:50:11:536,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1005.94,NaN,61.82,24.4,61.03,NaN
2023-10-25 10:50:11:786,0,0,0,0,0,0,65414,78680,24,50.9,21.09,1006.02,21.22,NaN,24.4,60.38,NaN
2023-10-25 10:50:12:36,0,0,0,0,0.32,0,65414,78680,24,50.9,21.09,1005.94,21.22,61.79,24.4,61.05,0.11
2023-10-25 10:50:12:286,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.99,21.22,61.8,24.4,60.61,0.11
2023-10-25 10:50:12:538,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.98,21.22,61.8,24.4,60.72,0.11
2023-10-25 10:50:12:788,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.94,21.24,61.8,24.4,61,0.11
2023-10-25 10:50:13:38,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1006,NaN,61.78,24.4,60.57,NaN
2023-10-25 10:50:13:415,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.99,21.21,61.77,24.4,60.66,0.11
2023-10-25 10:50:13:664,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.94,21.19,61.81,24.4,61.02,0.11
2023-10-25 10:50:13:915,0,0,0,0,0.32,0,65414,78680,24,50.8,21.09,1005.94,21.21,61.76,24.4,61.06,0.11
2023-10-25 10:50:14:165,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.99,21.22,61.78,24.4,60.59,0.11
2023-10-25 10:50:14:415,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1006.01,21.22,61.78,24.4,60.41,0.11
2023-10-25 10:50:14:666,0,0,0,0,0,0,65414,78680,24,50.8,21.08,1005.92,21.21,61.74,24.4,61.19,0.11
2023-10-25 10:50:14:916,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.94,21.22,NaN,24.4,61.01,NaN
2023-10-25 10:50:15:167,0,0,0,0,0.68,0,65414,78680,24,50.8,21.09,1005.98,21.19,61.74,24.4,60.72,0.11
2023-10-25 10:50:15:417,0,0,0,0,0.32,0,65414,78680,24,50.8,21.09,1005.97,21.22,61.79,24.4,60.77,0.11
2023-10-25 10:50:15:668,0,0,0,0,0.32,0,65414,78680,24,50.8,21.09,1005.97,21.24,61.77,24.4,60.81,0.11
2023-10-25 10:50:15:918,0,0,0,0,0.32,0,65414,78680,24,50.8,21.09,1005.97,21.19,61.77,24.4,60.81,0.11
2023-10-25 10:50:16:169,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.96,21.21,61.77,24.4,60.9,0.11
2023-10-25 10:50:16:544,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.96,21.21,61.73,24.4,60.83,0.11
2023-10-25 10:50:16:794,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1006.02,21.21,61.75,24.4,60.38,0.11
2023-10-25 10:50:17:45,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1006,21.22,61.74,24.4,60.52,0.11
2023-10-25 10:50:17:297,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.98,NaN,61.72,24.4,60.71,NaN
2023-10-25 10:50:17:546,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.97,21.21,61.71,24.4,60.75,0.11
2023-10-25 10:50:17:796,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.97,21.22,61.69,24.4,60.77,0.11
2023-10-25 10:50:18:47,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.93,21.22,61.69,24.4,61.15,0.11
2023-10-25 10:50:18:297,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.99,21.19,61.65,24.4,60.61,0.11
2023-10-25 10:50:18:547,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1006.01,21.21,61.69,24.4,60.49,0.11
2023-10-25 10:50:18:797,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1006.01,21.19,61.7,24.4,60.46,0.11
2023-10-25 10:50:19:47,0,0,0,0,0.32,0,65414,78680,24,50.8,21.09,1005.96,21.19,61.67,24.4,60.85,0.11
2023-10-25 10:50:19:422,0,0,0,0,0.32,0,65414,78680,24,50.8,21.09,1005.98,21.21,61.67,24.4,60.7,0.11
2023-10-25 10:50:19:673,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.99,21.18,61.64,24.4,60.58,0.11
2023-10-25 10:50:19:922,0,0,0,0,0,0,65414,78680,24,50.8,21.09,1005.98,21.19,61.65,24.4,60.7,0.11
